,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,township,range,section,data_source,geometry
1780,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,160.0,162.82,surface,Cochise,23S,26E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.68146449909709 31.430376262321044, -109.67718053052518 31.430347680711016, -109.67289656195325 31.43031893275958, -109.67288109296406 31.433959470851562, -109.67286562397489 31.43760003694951, -109.67715462041743 31.437638757250237, -109.68144361686 31.437677477534972, -109.68145405797854 31.434026883526382, -109.68146449909709 31.430376262321044))"
1781,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,647.89,surface,Cochise,23S,26E,15,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.69853764852003 31.43047983762456, -109.69854945058624 31.4268464641551, -109.69856128139853 31.423213117768803, -109.69429231379354 31.423178592304343, -109.69002331654416 31.42314406836028, -109.68575434893916 31.42310954363698, -109.68148535168977 31.423075018900917, -109.68147491146954 31.426725640004094, -109.68146449909709 31.430376262321044, -109.68145405797854 31.434026883526382, -109.68144361686 31.437677477534972, -109.68571064140902 31.437694754844486, -109.6899776920092 31.43771200379215, -109.69424585382538 31.43772928109524, -109.6985139895904 31.43774653003656, -109.69852581950438 31.43411318372844, -109.69853764852003 31.43047983762456))"
1782,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,152.74,153.48,surface,Cochise,17S,28E,6,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.54207243316664 31.981361202273426, -109.54205159404869 31.977718142903104, -109.53817828671563 31.97772191556328, -109.53392228359685 31.977726244482902, -109.53393737439528 31.981368222297107, -109.53395246339713 31.985010199570617, -109.53821746494012 31.985007174672344, -109.54209329833573 31.985004291494743, -109.54207243316664 31.981361202273426))"
1783,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,320.0,320.4,surface,Cochise,17S,27E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.55912922965817 31.956074588613212, -109.5591232325053 31.959703539865714, -109.55911723445416 31.963332462041816, -109.56337557409103 31.963356602159834, -109.56763391282956 31.963380771994068, -109.57189514055005 31.963402746158675, -109.57615639522001 31.963424720318066, -109.57616056250463 31.959794520616366, -109.57616472978923 31.9561642917367, -109.57190461058978 31.95614206813198, -109.56764449318699 31.95611970428089, -109.56338684794783 31.95609722990845, -109.55912922965817 31.956074588613212))"
1784,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,320.0,321.79,surface,Cochise,17S,27E,1,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.55914630483507 31.98513246861543, -109.5591327474608 31.98149204527689, -109.55911921793431 31.977851595612155, -109.55485229848817 31.977818232262607, -109.55058540509317 31.977784869662894, -109.54631848654536 31.9777515062891, -109.54205159404869 31.977718142903104, -109.54207243316664 31.981361202273426, -109.54209329833573 31.985004291494743, -109.54635782916154 31.985036544372477, -109.55062235819072 31.985068684471926, -109.55488433151288 31.985100659219533, -109.55914630483507 31.98513246861543))"
1785,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,240.0,239.73,surface,Cochise,17S,27E,10,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.58886996128034 31.978037753187365, -109.5931201855369 31.978059198827914, -109.5931292710977 31.974425582479775, -109.593138329709 31.97079196401744, -109.5888882150469 31.970768601628752, -109.58463809858816 31.97074509825353, -109.58462893038237 31.97438071584472, -109.58039437184601 31.974357573833384, -109.57615984025914 31.974334293889175, -109.57616097932294 31.977970800298227, -109.58039037164808 31.977993552779854, -109.58461973522711 31.978016304493888, -109.58886996128034 31.978037753187365))"
1786,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,160.0,160.84,surface,Cochise,17S,28E,6,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.53392228359685 31.977726244482902, -109.529666696398 31.97773090792011, -109.52541113794527 31.97773559878912, -109.52540842323647 31.981375742934024, -109.52540573637546 31.985015886683726, -109.52967909943712 31.985013112463644, -109.53395246339713 31.985010199570617, -109.53393737439528 31.981368222297107, -109.53392228359685 31.977726244482902))"
1787,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,650.07,surface,Cochise,15S,31E,28,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.18357901466807 32.089868280143016, -109.17928225408652 32.089855688289106, -109.1749854970982 32.0898430956724, -109.17499171523662 32.0934995362904, -109.1749979037306 32.09715600712892, -109.175004121869 32.10081244804066, -109.17501031305792 32.104468917595376, -109.17931932216838 32.104469954763836, -109.18362833127887 32.10447101856544, -109.18793731343986 32.10447205421197, -109.19224632434694 32.10447309138044, -109.19222788193416 32.10082820480424, -109.19220941257191 32.09718329300445, -109.19219097195578 32.09353840699386, -109.19217250169521 32.08989349428827, -109.18787574470693 32.08988090091575, -109.18357901466807 32.089868280143016))"
1788,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,639.26,646.47,surface,Cochise,15S,31E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.21815174557598 32.104298814956, -109.22246289447344 32.10425635335644, -109.22675696010916 32.10421408577879, -109.22669823813733 32.100587841191164, -109.22663951616555 32.09696159721795, -109.22659448811191 32.09334040870017, -109.22654946005828 32.08971924636515, -109.22228934085886 32.08972915318951, -109.21800763783808 32.08973892073741, -109.2137072956735 32.08976979802396, -109.20940695440721 32.08980070345959, -109.20943784118161 32.093446310127476, -109.20946872795604 32.097091915919975, -109.20949961652708 32.10073749417652, -109.20953053114926 32.10438309966215, -109.21384112398957 32.10434094400227, -109.21815174557598 32.104298814956))"
1789,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,650.93,surface,Cochise,15S,31E,29,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.20946872795604 32.097091915919975, -109.20943784118161 32.093446310127476, -109.20940695440721 32.08980070345959, -109.20509833336895 32.08982388785693, -109.20078971412732 32.08984709812466, -109.19648112273347 32.08987028251017, -109.19217250169521 32.08989349428827, -109.19219097195578 32.09353840699386, -109.19220941257191 32.09718329300445, -109.19222788193416 32.10082820480424, -109.19224632434694 32.10447309138044, -109.19656736189907 32.10445060011745, -109.20088842729895 32.10442810960987, -109.20520946485105 32.104405591702736, -109.20953053114926 32.10438309966215, -109.20949961652708 32.10073749417652, -109.20946872795604 32.097091915919975))"
1790,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,160.0,159.36,surface,Cochise,15S,25E,35,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.77366701661543 32.08684256873182, -109.76941729631372 32.08685402088499, -109.76516754816424 32.08686533527907, -109.76515230555049 32.090490358945864, -109.765137035089 32.09411541003244, -109.76938703297012 32.094102485432, -109.77363703174954 32.09408956159073, -109.77365202463166 32.09046606508929, -109.77366701661543 32.08684256873182))"
1791,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,368.76,368.68,surface,Cochise,21S,24E,7,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.95304921965733 31.62687996820886, -109.9530492241489 31.626255792949284, -109.95304551949667 31.623250498058596, -109.95304474514889 31.622625795124133, -109.95304104049666 31.619620999544487, -109.95304026614889 31.618995797201745, -109.95303656149667 31.6159915300628, -109.95303578714888 31.61536582674758, -109.95303208249666 31.612362059806966, -109.9496265656613 31.61236152276453, -109.94538827911651 31.612360601683136, -109.94115041118668 31.612358430562722, -109.9369125423585 31.612356258677217, -109.9369157987514 31.615987341753872, -109.93691902549992 31.619618424695492, -109.9411557849087 31.619619289863106, -109.94539254341917 31.61962004334688, -109.94963052274012 31.619620630834667, -109.94963225199704 31.623250377964887, -109.94963395250788 31.62688007147019, -109.95304921965733 31.62687996820886))"
1792,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,320.0,320.38,surface,Cochise,21S,24E,17,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.93268011821928 31.612352060259493, -109.9369125423585 31.612356258677217, -109.93690967583443 31.608714343181134, -109.93690680931036 31.605072428285222, -109.93267355153456 31.60507133957975, -109.92844032250483 31.60507011163008, -109.92420709347512 31.60506874520136, -109.91997386444538 31.605067239528466, -109.91997834164879 31.608703351739837, -109.91998284669991 31.612339491015714, -109.92421527173747 31.61234366265841, -109.92844769408006 31.612347861076515, -109.93268011821928 31.612352060259493))"
1793,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,639.71,640.72,surface,Cochise,21S,24E,4,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.92001902095811 31.637757637064546, -109.9200161822818 31.634126774058547, -109.92001281719274 31.63049374546336, -109.92000945030706 31.62686071724366, -109.91576463660343 31.62686143624835, -109.9115198220015 31.626862156017886, -109.90727500739955 31.62686287425764, -109.90303016584814 31.626863594027164, -109.90303378156716 31.63049395733198, -109.90303739638787 31.634124292921364, -109.9030404012525 31.63775365699859, -109.90304450834996 31.642565123358047, -109.90384297050036 31.642568090663396, -109.90728912801751 31.642580847016088, -109.90810306364867 31.64258386861951, -109.91153372073556 31.64259545946187, -109.91234857354662 31.642598230985286, -109.91577831435195 31.6426098202963, -109.91577426205168 31.637757162882924, -109.92001902095811 31.637757637064546))"
1794,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,160.0,160.58,surface,Cochise,21S,24E,11,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.87750621330619 31.61232689116953, -109.87750732811548 31.615963395332944, -109.87750844202642 31.619599900468167, -109.88175611596591 31.619601320230718, -109.88600379170204 31.619602601535757, -109.88600248195837 31.615968376170656, -109.88600120185906 31.612334177201003, -109.88175369410793 31.61233053495036, -109.87750621330619 31.61232689116953))"
1795,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,160.0,160.2,surface,Cochise,21S,24E,9,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.90300609279515 31.612338862936024, -109.90301212588061 31.615970059909472, -109.90301813021996 31.619601228435723, -109.90726147068654 31.619601148115102, -109.91150478510195 31.619600957640476, -109.91149727967773 31.61596998417562, -109.9114897473041 31.612339009819447, -109.90724793397351 31.61233894938303, -109.90300609279515 31.612338862936024))"
1796,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,320.0,320.57,surface,Cochise,21S,24E,9,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.91150478510195 31.619600957640476, -109.9115123174756 31.623231543134665, -109.9115198220015 31.626862156017886, -109.91576463660343 31.62686143624835, -109.92000945030706 31.62686071724366, -109.9200028054689 31.623230410275706, -109.91999616242735 31.619600104712067, -109.91998949063975 31.61596979751856, -109.91998284669991 31.612339491015714, -109.9157363109259 31.612339236264763, -109.9114897473041 31.612339009819447, -109.91149727967773 31.61596998417562, -109.91150478510195 31.619600957640476))"
1797,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,640.51,surface,Cochise,15S,27E,29,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.61166664568768 32.1086183480172, -109.61593152146654 32.10861274923564, -109.62019639814372 32.1086071504538, -109.62018385137415 32.10497752519186, -109.62017130370626 32.101347899483315, -109.62015875603836 32.097718246719175, -109.62014620926878 32.09408862247749, -109.6158831121542 32.094093662030026, -109.6116200159379 32.094098732023596, -109.60735689187383 32.09410380049475, -109.60309379565754 32.094108841568534, -109.60310456286456 32.097739023581944, -109.60311533096986 32.10136920743929, -109.60312609907517 32.104999390831615, -109.60313686628216 32.10862957373289, -109.6074017699088 32.108623975712945, -109.61166664568768 32.1086183480172))"
1798,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,96.1,95.83,surface,Cochise,20S,19E,31,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.4478381591997 31.657830984008655, -110.4521802361941 31.657830491578018, -110.45218049940046 31.655042440573162, -110.45218071050456 31.65435287910254, -110.45218112822116 31.65316583377176, -110.44821832532962 31.65433428761938, -110.44786043472381 31.654439979841964, -110.44361274371632 31.655694210426553, -110.43936858039295 31.656947663255856, -110.43637639638612 31.657832121798673, -110.43936567074974 31.65783191228626, -110.44360191452556 31.657831448912113, -110.4478381591997 31.657830984008655))"
1799,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,44.28,44.19,surface,Cochise,20S,19E,29,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.43089848595324 31.661458365955085, -110.43513047979944 31.66146309585707, -110.43512688923326 31.658201531964615, -110.43225045674406 31.65905185297327, -110.43089650516804 31.659449873826762, -110.42666576087841 31.660693631840793, -110.42666640946203 31.661453496893117, -110.43089848595324 31.661458365955085))"
1800,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,523.07,523.32,surface,Cochise,20S,19E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.43937299830753 31.66509671110568, -110.4393776345127 31.66873181808408, -110.43938224287012 31.672366869958974, -110.44362103965797 31.67236785007901, -110.44786094676353 31.672368330200175, -110.45218985355751 31.67236883784422, -110.45218786828073 31.669524843869134, -110.45218733108821 31.66873425777623, -110.4521853449131 31.665904681773295, -110.4521847807711 31.66509967845628, -110.4521828233421 31.662284516984013, -110.45218225920009 31.66146507161948, -110.45218029817782 31.658664354114155, -110.4521802361941 31.657830491578018, -110.4478381591997 31.657830984008655, -110.44360191452556 31.657831448912113, -110.43936567074974 31.65783191228626, -110.43637639638612 31.657832121798673, -110.43512688923326 31.658201531964615, -110.43513047979944 31.66146309585707, -110.43936933407947 31.661463936932403, -110.43937299830753 31.66509671110568))"
